deal_id,product_id,name,duid,buy_sell,regionid,start_date,end_date,capacity,duration,rte,toll
2996,1508,Templers BESS,TEMPB1,Buy,SA1,2025-07-01,2035-06-30,111,2.6,0.81,27.5
