Curve Name,Year,Quarter,Deal ID,Deal Name,Product Name,Instrument,Status,Buy/Sell,Strategy,Region ID,Group,Volume (MWh),Fixed Earnings,VW Fixed Rate,Floating Earnings,VW Floating Rate,TW Floating Price,Total Earnings
Demand Model (50% Cap),2026,3,1747,Consumption VIC1 Occupier Non-TOU,Consumption VIC1 Occupier Non-TOU,Retail Customer,Contracted,Sell,VIC Renewable Retailer,VIC1,retail,-239.42649584882244,0.0,-0.0,26.852831154801393,-0.11215480166304018,88.42396467762367,26.852831154801393
Demand Model (50% Cap),2025,4,1750,Export SA1 SA Government Non-TOU,Export SA1 SA Government Non-TOU,Retail Customer,Contracted,Sell,SA Renewable Retailer,SA1,retail,-1582.0314298078367,-94921.88578847023,60.000000000000014,26694.732215039974,-16.87370535886413,56.92273858011461,-68227.15357343023
Demand Model (50% Cap),2026,3,2778,SE002211,FVS-Cal26,Swap,Contracted,Buy,VIC Renewable Retailer,VIC1,wholesale,11038.333342163873,-841121.0,-76.19999993904088,976053.9281355895,88.42403086408795,88.42396467762367,134932.92813558952
Demand Model (50% Cap),2026,2,495,SE000350,AlintaCCap,Cap,Contracted,Sell,SA Renewable Retailer,SA1,wholesale,37508.346060492,0.0,0.0,-387307.9146766873,-10.325912906211652,111.2566530900236,-387307.9146766873
Demand Model (50% Cap),2025,3,1737,Consumption SA1 Sarstedt TOU,Consumption SA1 Sarstedt TOU,Retail Customer,Contracted,Sell,SA Renewable Retailer,SA1,retail_lgc,426.6711869309149,9280.0983157474,21.75,-11050.783741510697,-25.900000000000002,25.9,-1770.6854257632974
Demand Model (50% Cap),2025,2,1760,Energy Tailem Bend 2 Solar 202203,Energy Tailem Bend 2 Solar 202203,Intermittent Generator,Contracted,Buy,SA Renewable Retailer,SA1,ppa_lgc,29560.09744858876,-768562.5336633078,-26.0,765606.5239184486,25.89999999999999,25.899999999999974,765606.5239184486
Demand Model (50% Cap),2025,3,1739,Consumption SA1 St John Ambulance Non-TOU,Consumption SA1 St John Ambulance Non-TOU,Retail Customer,Contracted,Sell,SA Renewable Retailer,SA1,retail_lgc,41.09218466574749,893.7550164800078,21.75,-1064.2875828428598,-25.899999999999995,25.899999999999995,-170.53256636285207
Demand Model (50% Cap),2025,4,1753,Energy Diapur Wind 202212,Energy Diapur Wind 202212,Wind Farm,Contracted,Buy,VIC Renewable Retailer,VIC1,ppa_lgc,5216.122552111007,-146051.43145910808,-27.999999999999975,135097.57409967505,25.899999999999995,25.899999999999974,-10953.857359433116
Demand Model (50% Cap),2025,3,1718,Consumption SA1 Adelaide Metro TOU,Consumption SA1 Adelaide Metro TOU,Retail Customer,Contracted,Sell,Sale to Retail,SA1,retail,1292.143825729815,121261.82481053466,93.84545465907777,-145876.3373273936,-112.89481435628983,104.3929905084696,-24614.512516858937
Demand Model (50% Cap),2025,4,2280,Consumption NSW1 SBS TOU,Consumption NSW1 SBS TOU,Retail Customer,Contracted,Sell,NSW Renewable Retailer,NSW1,retail,1006.1860110926311,124745.66120326162,123.97872742019004,-93978.16285503696,-93.40038702484523,93.91918199708637,30767.49834822467
Demand Model (50% Cap),2025,3,2439,SE001897,FVS-Q325,Swap,Contracted,Buy,Portfolio Optimisation,VIC1,wholesale,8830.666657836073,-852159.3421639976,-96.50000109649893,832662.1529597773,94.29210559328467,94.29207628949831,-19497.18920422321
Demand Model (50% Cap),2026,3,1758,Energy Nyngan Solar 202212,Energy Nyngan Solar 202212,Intermittent Generator,Contracted,Buy,Value Solar,NSW1,ppa,2218.732435643581,-134032.5170710109,-60.409499999999994,84122.76130407577,37.91478411396394,113.27416980147422,-49909.75576693515
Demand Model (50% Cap),2026,3,1711,Consumption NSW1 SSROC Non-TOU,Consumption NSW1 SSROC Non-TOU,Retail Customer,Contracted,Sell,NSW Renewable Retailer,NSW1,retail_lgc,722.5002627769884,12824.379664291544,17.75,-16256.255912482238,-22.5,22.5,-3431.8762481906956
Demand Model (50% Cap),2026,2,2280,Consumption NSW1 SBS TOU,Consumption NSW1 SBS TOU,Retail Customer,Contracted,Sell,NSW Renewable Retailer,NSW1,retail_lgc,1137.8994611320495,45231.50357999897,39.75,-25602.737875471114,-22.5,22.5,19628.765704527854
Demand Model (50% Cap),2026,4,1991,Energy Starfish Hill Wind 202403,Energy Starfish Hill Wind 202403,Wind Farm,Contracted,Buy,SA Renewable Retailer,SA1,ppa_lgc,19377.762258270446,-290666.43387405673,-15.000000000000002,435999.6508110853,22.500000000000014,22.5,145333.21693702837
Demand Model (50% Cap),2026,4,1727,Consumption SA1 Occupier Non-TOU,Consumption SA1 Occupier Non-TOU,Retail Customer,Contracted,Sell,SA Renewable Retailer,SA1,retail,-2561.286619884341,0.0,-0.0,86928.1053888983,-33.939233787440656,56.450651934698804,86928.1053888983
Demand Model (50% Cap),2025,2,1745,Consumption VIC1 Bunnings TOU,Consumption VIC1 Bunnings TOU,Retail Customer,Contracted,Sell,VIC Renewable Retailer,VIC1,retail,12996.776655358886,567133.2816446963,43.63645669104066,-1514908.2868281372,-116.56030775934768,107.99641571264641,-947775.005183441
Demand Model (50% Cap),2025,2,2377,SE001847,BVM2025,Futures,Contracted,Buy,Portfolio Optimisation,VIC1,wholesale,2183.9999912639814,-220584.00873599996,-101.00000440400086,235864.1709729633,107.99641571264743,107.99641571264642,15280.162236963077
Demand Model (50% Cap),2026,2,1766,Energy Numurkah Solar 201810,Energy Numurkah Solar 201810,Intermittent Generator,Contracted,Buy,VIC Renewable Retailer,VIC1,ppa,18710.852719421862,-1123818.7203750035,-60.06239999999999,1128652.0198069294,60.3207152945728,102.4547163876638,4833.299431925787
Demand Model (50% Cap),2025,2,1712,Consumption NSW1 SSROC TOU,Consumption NSW1 SSROC TOU,Retail Customer,Contracted,Sell,NSW Renewable Retailer,NSW1,retail_lgc,37745.161742265685,669976.620925216,17.750000000000004,-977599.6891246814,-25.900000000000006,25.899999999999995,-307623.0681994654
Demand Model (50% Cap),2026,2,2489,SE001945,GSM2026,$300 Cap,Contracted,Sell,Portfolio Optimisation,SA1,wholesale,4368.000008736025,109200.00873599928,25.00000194999969,-43594.000087188026,-9.980311355311304,111.2566530900236,65606.00864881152
Demand Model (50% Cap),2025,4,1712,Consumption NSW1 SSROC TOU,Consumption NSW1 SSROC TOU,Retail Customer,Contracted,Sell,NSW Renewable Retailer,NSW1,retail_lgc,34989.302422469875,621060.1179988404,17.750000000000004,-906222.9327419697,-25.9,25.899999999999995,-285162.8147431295
Demand Model (50% Cap),2025,4,2176,SE001648,BVZ2025,Futures,Contracted,Sell,Portfolio Optimisation,VIC1,wholesale,4397.50556435059,201889.48885056828,45.910001908180114,-226236.11364410762,-51.44646444069195,51.41065206681285,-24346.624793541367
